,id,text,textEN,polarity,subjectivity
43,1067808799073947648,Comecei mais uma série da Amazon Prime,I started another series of Amazon Prime,0.0,0.0
44,1304903972088668161,@hfloret O Amazon Prime tem mais conteúdo desse tipo então acredito que seria essa a melhor opção.,@Hfloret Amazon Prime has more content of this type so I believe that would be the best option.,0.75,0.4
45,1146281898232164354,"Que tal música ao vivo hoje?

Amazon Music fará Livestream às 23h (Br-DF) do show exclusivo do #Coldplay para o lan… https://t.co/P1TMetvZUm","How about live music today?

Amazon Music will do Livestream at 11pm (BR-DF) of #ColdPlay exclusive show for LAN ... https://t.co/p1tmetvzum",0.13636363636363635,0.5
46,212411751,Recebendo um SMS falso da “Vivo” dizendo que tenho um plano liberado com desconto pra Amazon prime que se eu clicar… https://t.co/cdx02FtIds,"Receiving a fake SMS from ""Vivo"" saying that I have a discount released for Amazon Prime that if I click ... https://t.co/cdx02ftids",-0.5,1.0
47,14500217,'Um Lobo Entre Nós': Comédia de terror estreia na Amazon Prime Video - https://t.co/knie3BNnay https://t.co/rqeywPHzhH,'A wolf between us': terror comedy premiere in Amazon prime video - https://t.co/knie3bnnay https://t.co/rqeywphzhh,0.0,0.0
48,300456517,"Vocês sabiam que ‘'Felix para sempre'' ganhará uma adaptação em série pela Amazon Prime Video?

Conheça já essa his… https://t.co/cpkdBo8RoH","Did you know that 'felix forever' will win a series adaptation by Amazon Prime Video?

Get to know this all ... https://t.co/cpkdbo8roh",0.8,0.4
49,1227990209570263040,Manhãs de Setembro: Amazon Prime Video anuncia produção da 2ª temporada da série brasileira https://t.co/I0Vy5mMhYJ,Mornings of September: Amazon Prime Video Announces Production of the 2nd Season of the Brazilian series https://t.co/i0vy5mmhyj,0.0,0.0
50,1170857504886198272,"indo assistir o episódio 5 de i know what you did last summer, inclusive, essa série ta muito boa e tem na amazon prime","going to watch episode 5 of i know what you did last summer, including this series is very good and has at Amazon Prime",0.45499999999999996,0.4233333333333334
51,1259844134103367681,nao gente eu sofri o maior queerbait da historia dos queerbaits isso deveria ser ilegal amazon prime sua desgraçadaaaaa,not people I suffered the greatest queerbait of the history of the queerbaits this should be illegal Amazon prime your bastardaaaaa,0.25,0.75
52,1175958216678752256,"Que odio, tava vendo HIMYM e descobri que o Lin Manuel Miranda apareceu e eu não consigo tirar print na Amazon prime","What hatred, I was watching Himym and I discovered that Lin Manuel Miranda appeared and I can not get print in Amazon Prime",0.0,0.0
53,83901193,inclusive muito feliz que entrou pro catálogo da amazon prime,Even very happy who entered the Amazon Prime catalog,1.0,1.0
54,882851432118013953,"@danielagomesphd @silviolual E tem o bônus de que esse livro tá no Amazon Prime Reading, caso a pessoa não tenha como comprar","@danielagomespd @silviolual and have the bonus that this book is in Amazon Prime Reading, if the person can not buy",0.0,0.0
55,1045388879552024577,"A RADIAÇÃO!!!! AÍ QUE DELÍCIA ESSA NOTA!!! Ninguém tá gostando da bomba 🙌🙌

Episódio 5 de ‘Eu Sei O Que Vocês Fizer… https://t.co/d5W3aoJg3a","The radiation !!!!Then delicious that note !!!No one is enjoying the bomb 🙌🙌

Episode 5 of 'I know what you do ... https://t.co/d5w3aojg3a",0.75,0.8
56,1198135826,@mncbecker pensando na musica da taylor mas tb na serie adolescente do amazon prime,@mncbecker thinking about Taylor's music but tb in the teen series of Amazon Prime,0.0,0.0
57,1103806188,"4 meses já q parou de ficar cmg, tá namorando outra e continua usando minha conta da amazon prime, é muita tiraçao… https://t.co/UVMxWZIxXg","4 months since stopped being cmg, you are dating another and continues using my Amazon Prime account, it's a lot of torness ... https://t.co/uvmxwzixxg",0.0,0.0
58,554182536,Lançamentos do Amazon Prime Video na semana (21/10/2021) https://t.co/u2s6UPlz2D,Amazon Prime video launches in the week (21/10/2021) https://t.co/u2s6uplz2d,0.0,0.0
59,34113994,"Suspeita: suspense tcheco com tensão permanente, no site do ⁦@miguelbarbieri⁩  https://t.co/w4vxS1S80V","Suspect: Czech suspense with permanent voltage, on @MiguelBarbieri site https://t.co/w4vxs1s80v",0.0,0.0
60,1232481360377532416,Amazon prime eu te amo♥️♥️♥️♥️♥️,Amazon Prime I love you ♥ ️ ♥ ️ ♥ ️ ♥ ️ ♥ ️,0.9166666666666666,0.9333333333333332
61,951496294278844416,"Estamos online, jogando o modo da Horda de Fortnite e fazendo umas missões só bora! Assina o amazon prime? Escorreg… https://t.co/cEEDA6axus","We are online, playing fornite horde mode and making some missions Bora!Sign the Amazon Prime?Slip ... https://t.co/ceeda6axus",0.0,0.0
62,1116397437529350144,"Estamos online, jogando o modo da Horda de Fortnite e fazendo umas missões só bora! Assina o amazon prime? Escorreg… https://t.co/1gJwkAzfgC","We are online, playing fornite horde mode and making some missions Bora!Sign the Amazon Prime?Slip ... https://t.co/1gjwkazfgc",0.0,0.0
63,64785602,"Estamos online, jogando o modo da Horda de Fortnite e fazendo umas missões só bora! Assina o amazon prime? Escorreg… https://t.co/bt2Z8yTlEV","We are online, playing fornite horde mode and making some missions Bora!Sign the Amazon Prime?Slip ... https://t.co/bt2z8ytlev",0.0,0.0
64,1362467263824211968,"Compre online produtos de Esporte, Aventura e Lazer. Encontre futebol e outros esportes de diversos modelos, marcas… https://t.co/rQEwuqoyXX","Buy online sports products, adventure and leisure.Find football and other sports of various models, brands ... https://t.co/rqewuqoyxx",-0.0625,0.4375
65,148854179,Amazon Prime Video lança seção de locação de filmes - https://t.co/ghDSqF1RFP https://t.co/Ehxe4VNrJ0,Amazon Prime Video Launches Movie Leasing Section - https://t.co/ghdsqf1rfp https://t.co/ehxe4vnrj0,0.0,0.0
66,3393046223,"@yumekoane já, é de boa, só descofie de promoções mt absurdas.
se assinar o amazon prime tem frete gratis ainda 👌","@yumekoane already, is good, only indefy of mt absurd promotions.
if you sign the amazon prime has free shipping still 👌",0.15,0.8500000000000001
67,754838533009965056,"Peçanha Contra o Animal estreia em 22 de outubro exclusivamente no Amazon Prime Video.

Saiba mais dessa novidade⬇… https://t.co/X8mf2tLi0W","Peçanha against the animal debuts on October 22 exclusively on Amazon Prime Video.

Learn more of this novelty⬇ ... https://t.co/x8mf2tli0w",0.5,0.5
68,1227990209570263040,Peçanha Contra o Animal Estreia em 22 de Outubro Exclusivamente no Amazon Prime Video https://t.co/3AFEsyDMyZ,Peçanha against the animal debut on October 22 exclusively on Amazon Prime video https://t.co/3afesydmyz,0.0,0.0
69,1123006984813518850,"O filme é curto, e ainda bem!

https://t.co/jJuk8X7f8u","The movie is short, and still good!

https://t.co/jjuk8x7f8u",0.4375,0.45000000000000007
70,4869294694,"O filme é curto, e ainda bem!

https://t.co/BjDsuSbRjx","The movie is short, and still good!

https://t.co/bjdsusbrjx",0.4375,0.45000000000000007
71,2678300664,"O filme é curto, e ainda bem!

https://t.co/B0zipQZJ7o","The movie is short, and still good!

https://t.co/b0zipqzj7o",0.4375,0.45000000000000007
72,14500217,'Na Mente do Demônio': Terror de Neill Blomkamp é DETONADO pelos assinantes do Amazon Prime; Confira as reações! -… https://t.co/PdK7WUeSLb,'In the mind of the devil': Horror of Neill Blomkamp is detonated by the subscribers of Amazon Prime;Check out the reactions!- ... https://t.co/pdk7wueslb,0.0,0.0
73,1078257960827211777,a gente deu errado mas pelo menos eu ainda tenho a conta dela no amazon prime🙏🏽,We went wrong But at least I still have her bill at Amazon Prime🙏🏽,-0.4,0.65
74,889895358322683906,"Hoje é um ótimo dia pra assistir 'Professor Marston e as Mulheres-Maravilhas', história que conta a vida do criador… https://t.co/Ly9uedWqTt","Today is a great day to watch 'Professor Marston and Wonders', History that tells the life of the Creator ... https://t.co/ly9uedwqtt",0.8,0.75
75,809294954044551169,"PS5 com Leitor na Amazon!

R$ 4.399,90 Em até 10x

Link 1: https://t.co/AmhhQDA4Aa
Link 2: https://t.co/DWi1C9yHGV… https://t.co/f7bKUG7uKi","PS5 with reader in Amazon!

R $ 4,399.90 up to 10x

Link 1: https://t.co/amhhqda4aa
Link 2: https://t.co/dwi1c9yhgv ... https://t.co/f7bkug7uki",0.0,0.0
76,29913589,"O longa é dirigido e roteirizado por Neill Blomkamp, diretor dos filmes 'Elysium', 'Chappie' e 'Distrito 9' https://t.co/RB8P7RyeVo","The long is directed and scripted by Neill Blomkamp, director of the films 'Elysium', 'Chappie' and 'District 9' https://t.co/RB8P7RYEVO",-0.05,0.4
77,32762520,"@AmazonHelp O pedido foi enviado pela Amazon. Entrega Prime, que não tá sendo muito prime e estou aguardando a nova… https://t.co/rw1xDG7vr0","@Amazonhelp The request was sent by Amazon.Prime Delivery, which is not much prime and I am waiting for the new ... https://t.co/rw1xdg7vr0",0.018181818181818174,0.32727272727272727
78,8468562,"pensando no que estou escrevendo no momento, adaptação pra Netflix ou Amazon Prime &lt;3 de preferência no estilo She-… https://t.co/nRd9afXhrO","Thinking about what I am writing at the moment, adaptation to Netflix or Amazon Prime & lt; 3 preferably in the style she- ... https://t.co/NRD9AFXHRO",0.0,0.0
79,1033372249921933319,"@rodrigogatti Penso que um dia isso vai acontecer... ainda haverá a exclusividade, porém atrelada a um serviço, com… https://t.co/ctMpWIcaXI","@Rodrigogatti I think that one day this will happen ... There will still be the exclusivity, but tied to a service, with ... https://t.co/CTMPwicaxi",0.0,0.0
80,14500217,'Na Mente do Demônio': Terror dirigido por Neill Blomkamp já está disponível na Amazon Prime Video -… https://t.co/lq0ngY0hpt,'In the mind of the demon': Horror directed by Neill Blomkamp is already available at Amazon Prime Video - ... https://t.co/lq0ngy0hpt,0.4,0.4
81,14500217,'Na Mente do Demônio': Terror dirigido por Neill Blomkamp já está disponível na Amazon Prime Video -… https://t.co/iOwbkHZNEi,'In the demon's mind': Horror directed by Neill Blomkamp is already available at Amazon Prime Video - ... https://t.co/iowbkhznei,0.4,0.4
82,14500217,'Na Mente do Demônio': Terror dirigido por Neill Blomkamp já está disponível na Amazon Prime Video -… https://t.co/8v8xe92ojQ,'In the mind of the demon': terror directed by neill blomkamp is already available in Amazon Prime Video - ... https://t.co/8v8xe92ojq,0.4,0.4
83,1239186293663432709,@HeelsSTARZ também está na Amazon Prime.     #HeelsSTARZ #HeelsSeason2 https://t.co/ujrGrBmQw4,@Heelsstarz is also on Amazon Prime.#HeelsStarz # HeeelsSeason2 https://t.co/ujrgrbmqw4,0.0,0.0
84,14500217,'Na Mente do Demônio': Terror dirigido por Neill Blomkamp já está disponível na Amazon Prime Video -… https://t.co/52YdSSimng,'In the mind of the demon': Horror directed by Neill Blomkamp is already available at Amazon Prime Video - ... https://t.co/52ydssimng,0.4,0.4
85,1166753615312314369,"@Willi4msclara Problema, é que eu já assino:

• Netflix.
• Amazon Prime.
• Disney +.

Sksksksksksk.","@ Willi4msclara problem, is that I already sign:

• Netflix.
• Amazon Prime.
• Disney +.

Sksksksksksk.",0.0,0.0
86,5837152,"@plfracassi_ Depois da chegada da Amazon, Submarino ficou ligeiro. E nem prime (do sub) tenho.","@plfracassi_ After the arrival of Amazon, Submarine became slight.And neither prime (from the sub) I have.",0.0,0.0
87,2962641184,Ah! Esqueci. É na Amazon Prime,Ah!Forgot it.It's at Amazon Prime,0.0,0.0
88,14500217,'A Roda do Tempo': Vídeo promocional nos leva para os bastidores da ambiciosa série da Amazon Prime; Confira! -… https://t.co/MCGPSedSKY,'The Time Wheel': Promotional video takes us to the scenes of Amazon Prime's ambitious series;Check out!- ... https://t.co/mcgpsedsky,0.3125,0.75
89,14500217,'Fairfax': Nova animação adulta da Amazon Prime Video ganha hilário trailer LEGENDADO; Confira! -… https://t.co/F5U4TFpm2I,'Fairfax': New Adult Amazon Prime Video Animation Wins Hilarious Trailer Legendado;Check out!- ... https://t.co/f5u4tfpm2i,0.2903409090909091,0.48863636363636365
90,3106517355,"Amazon sua bafuda, arruma a legenda de Canário no Prime Vídeo, essa merda tá atrasada, que ódio aaaaargh","Amazon your bafuda, arranges the caption of canary in the prime video, this shit is late, that hate aaaaargh",-0.43333333333333335,0.7666666666666666
91,1857330818,O que tem de bom p ver na Netflix ou Amazon prime?? Dicas..,What's good to see on Netflix or Amazon Prime ??Tips..,0.7,0.6000000000000001
92,1478660359,"Assinei a Amazon prime hoje, mais um stream pra mim pagar e não usar nada só pra dar um de burguês pra falar que eu… https://t.co/nVXgLhc15S","I signed the Amazon Prime today, plus a stream for me to pay and not use anything just to give a bourgeois to say that I ... https://t.co/nvxglhc15s",0.0,0.0
93,1387965444808712196,KKKKKKKKKKKKK e esse namoro aí? teste grátis da amazon prime?,Kkkkkkkkkkkk and this dating there?Free Amazon Prime test?,0.0,0.0
94,64784138,"Comecei a ver desjuntados da Amazon prime, em breve falo mais","I started to see unjunct from Amazon Prime, soon I say more",0.5,0.5
95,2835248115,Oi @PrimeVideo @amazonBR eu cancelo meu Amazon Prime em julho-21 e mesmo assim vocês tem a ousadia de me cobrar iss… https://t.co/VRv3JiWu6Y,Hi @Primevideo @amazonbr I cancel my Amazon Prime in July-21 and even then you have the boldness to charge me ... https://t.co/vrv3jiwu6y,0.0,0.0
96,100843999,@SeekerGurl Não curto assistir tv a décadas por esses motivos horários sem noção. Na Amazon prime se não me engano… https://t.co/z1s6NZUrcl,@Seekrgurl does not short watch TV for decades for these times without notion.At Amazon Prime if I'm not mistaken ... https://t.co/Z1S6NZurcl,0.0,0.3
97,56414850,"O filme ""Meu eterno primeiro amor"" que esta na Amazon Prime é uma merda.
Nao assistam","The film ""My Eternal First Love"" that is in Amazon Prime sucks.
Do not watch",0.15,0.41111111111111115
0,168250095,"Ja ta 100% claro que a taylor ta fazendo algo grande pra divulgar o red, provavelmente um show/doc pro disney+. Se… https://t.co/1n98pGsd4q","Ja ta 100% of course Taylor is doing something big to spread the red, probably a show / doc pro disney +.If ... https://t.co/1n98pgsd4q",0.0,0.05
1,1264901522,Obrigada Disney+ ❤️,Thank you Disney + ️️,0.0,0.0
2,714993427,Meu deus mano Irmão Urso é um dos melhores filmes que a Disney já produziu e eu n acredito q tem gente que nunca vi… https://t.co/F0JXXVCqEG,My god brother brother bear is one of the best movies that Disney has already produced and I do not believe there are people who have never seen ... https://t.co/f0jxxvcqeg,1.0,0.3
3,68445350,"🥵  “A última vez que eu realmente dancei tanto eu estava na casa dos 20 anos”, desabafa Amy Adams sobre filmagens d… https://t.co/ifCiGriuzc","🥵 ""The last time I really danced so much I was in the house of 20 years,"" says Amy Adams about filming d ... https://t.co/ifcigriuzc",0.13333333333333333,0.15555555555555556
4,1252044084967071746,"@MB3RT0 @deathgasmer @matheusjoyboy E de qualquer forma, não tem nem ligação falar que algo vai dar errado só pq fi… https://t.co/zpyqYFoJAI","@ Mb3rt0 @deathgasm @matheusjoyboy and anyway, there is no connection to say that something will go wrong just because ... https://t.co/zpyqyfojai",-0.5,0.9
5,1348991097767403523,"@timothdreew meu deus, então é por isso que a larissa manoela largou do joão guilherme???? aposto que eles se conheceram na disney","@timothdreew my God, so that's why Larissa Manoela Largou do João Guilherme ????I bet they met at Disney",0.0,0.0
6,1379834675305267206,"Meu, to vidrado em ver fotos de casais na Disney ?","My, I'm glazed at seeing photos of couples at Disney?",0.0,0.0
7,212598719,E vamos de passar o dia ouvindo Disney https://t.co/xpgtvR71DK,And let's spend the day listening to Disney https://t.co/xpgtvr71dk,0.0,0.0
8,1300213026155565063,"@BTSxSUD @RadioDisneyBRA @BTS_twt @BTSxNORTE @BTSxCENT @BTSxNORD @BTSxBRAZIL @BTSxSUL 📻| 𝘽𝙏𝙎 na Rádio Disney
💛💜
Boa… https://t.co/sVmOXO0sxk","@Btsxsud @radiodisneybra @bts_twt @btsxnorte @btsxcent @btsxnord @btsxbrazil @btsxsul 📻 |𝘽𝙏𝙎 on Disney Radio
💛💜
Good ... https://t.co/svmoxo0sxk",0.7,0.6000000000000001
9,898614068390617088,"@J_LIVRES Os ossos ficaram na cozinha da churrascaria para as empregadas domésticas, que não estão  conseguindo ir mais  à Disney.","@J_Livres The bones stayed in the kitchen of the steakhouse for the domestic employees, who are not able to go more to Disney.",0.08333333333333333,0.4083333333333334
10,1247327488742690817,Esqueci de deixar dinheiro no Mercado Pago e perdi minha assinatura com desconto na Disney+. https://t.co/Jyf0Ka4tcB,I forgot to leave money on the paid market and lost my discounted signature at Disney +.https://t.co/JYF0KA4TCB,0.0,0.0
11,1380309697,@cinestera Amanhã o cheque da Disney cai na conta e a nota sobe,@Cnesterera tomorrow the Disney check falls into account and note up,0.0,0.0
12,74584333,"@Catho ""não se prenda a salário"" claro, eu vou trabalhar na Disney ne.","@Catho ""Do not hold the salary"" clear, I'm going to work at Disney ne.",0.10000000000000002,0.3833333333333333
13,1146963703876784128,tá na disney memo em gata,It's at Disney Memo in Cat,0.0,0.0
14,1873446708,petição p disney tirar lilo e stitch 2 do catálogo eu não aguento mais chorar,Petition for Disney Take Lilo and Stitch 2 from the catalog I can not stop crying anymore,-0.2,0.6
15,1240850485919260673,Bora zerar a Disney+ https://t.co/2uz1XosViB,Bora zero disney + https://t.co/2z1xosvib,0.0,0.0
16,3054357455,A mais nova princesa da Disney é  acordada de madrugada pq o príncipe de uma hora pra outra quer chutar ela pra fora do castelo. Romântico.,The newest Princess of Disney is awake at dawn because the prince of an hour to another wants to kick her out of the castle.Romantic.,0.2,0.1
17,3235102285,"Confira o novo pôster de #GaviãoArqueiro, nova Série Original da Marvel Studios. 🏹
Estreia dos dois primeiros episó… https://t.co/G4fHFFBVgS","Check out the new poster # Gaviãoarqueiroiro, new original series of Marvel Studios.🏹
Premiere of the first two episó ... https://t.co/g4fhffbvgs",0.22443181818181818,0.4981060606060606
18,3033165375,@imnotwendyy a cena mais gay da disney,@imnotwendyy the most gay disney scene,0.45833333333333337,0.5416666666666667
19,1295841099102269441,@Tropa_Reallity Essa mulher acha que tá na Disney,@Tropa_reaallity This woman thinks you're at Disney,0.0,0.0
20,162424619,@DoutorVictor Que lindo a shopee vende produtos Disney,@Doutorvictor How beautiful Shopee sells Disney products,0.85,1.0
